qtype,shape,rows,width,kernel_variant,iterations,old_baseline_ms,ms,delta_pct,decoded_bytes,encoded_bytes,traffic_gb_s,roofline_pct,blocks_per_s,exact
Q2_K,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.162058,0.021162666380405426,-86.94130102777683,1048576,86016,53.61290395101262,5.72665071042647,48387097.42871175,True
Q2_K,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.72489,0.4618239998817444,-36.29047167408236,67108864,5505024,157.23281600478464,16.794789148129098,141906873.65052766,skip
Q2_K,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,1.555456,1.2049599885940552,-22.533328580554176,180355072,14794752,161.95543905793951,17.299235105526545,146169168.82485515,skip
Q3_K,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.14979,0.021162666380405426,-85.87177623312276,1048576,112640,54.87096848415912,5.861030600743336,48387097.42871175,True
Q3_K,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,1.11319,0.2773120105266571,-75.08852841593465,67108864,7208960,267.9935277915273,28.625670560940748,236325862.25002408,skip
Q3_K,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,2.453299,0.6592640280723572,-73.12744887303353,180355072,19374080,302.95775818983236,32.36036724950143,267158516.92225072,skip
Q4_0,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.008645,0.0194560003777345,125.05494942434356,1048576,147456,61.47368301702657,6.566298121878505,421052623.4042916,True
Q4_0,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.156006,0.14847999811172485,-4.824174639613318,67108864,9437184,515.5310410389577,55.06633636391345,3531034527.6640944,skip
Q4_0,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,0.384355,0.3540799915790558,-7.876834806609572,180355072,25362432,580.99160893724,62.05849272989104,3979394581.7619176,skip
Q4_1,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.008491,0.0194560003777345,129.1367374600695,1048576,163840,62.31578826383516,6.656247411219307,421052623.4042916,True
